GeoFIPS,GeoName,Region,TableName,LineCode,IndustryClassification,Description,Unit,2017,2018,2019,2020,2021,2022
 "20220","Dubuque, IA (Metropolitan Statistical Area)", ,CAGDP2,69,"61","   Educational services ","Thousands of dollars",116363,119537,124509,117228,131168,136317
 "20220","Dubuque, IA (Metropolitan Statistical Area)", ,CAGDP2,70,"62","   Health care and social assistance ","Thousands of dollars",576862,590726,611677,615228,656867,671401
 "20220","Dubuque, IA (Metropolitan Statistical Area)", ,CAGDP2,75,"71,72","  Arts, entertainment, recreation, accommodation, and food services ","Thousands of dollars",260842,269422,287765,228529,327743,361372
 "20220","Dubuque, IA (Metropolitan Statistical Area)", ,CAGDP2,76,"71","   Arts, entertainment, and recreation ","Thousands of dollars",124489,131132,145499,112286,184991,200556
 "20220","Dubuque, IA (Metropolitan Statistical Area)", ,CAGDP2,79,"72","   Accommodation and food services ","Thousands of dollars",136353,138291,142266,116243,142752,160817
 "20220","Dubuque, IA (Metropolitan Statistical Area)", ,CAGDP2,82,"81","  Other services (except government and government enterprises) ","Thousands of dollars",119767,122655,127698,122066,129396,138192
 "20220","Dubuque, IA (Metropolitan Statistical Area)", ,CAGDP2,83,"92","Government and government enterprises ","Thousands of dollars",376758,393534,400154,417708,414786,433775
 "20220","Dubuque, IA (Metropolitan Statistical Area)", ,CAGDP2,87,"11,21","Natural resources and mining ","Thousands of dollars",175800,126929,102302,155832,144514,232638
 "20220","Dubuque, IA (Metropolitan Statistical Area)", ,CAGDP2,88,"42,44-45","Trade ","Thousands of dollars",783060,825027,867049,889114,1076408,1173882
 "20220","Dubuque, IA (Metropolitan Statistical Area)", ,CAGDP2,89,"22,48-49","Transportation and utilities ","Thousands of dollars",206639,225940,242704,240932,268554,287723
 "20220","Dubuque, IA (Metropolitan Statistical Area)", ,CAGDP2,90,"31-33,51","Manufacturing and information ","Thousands of dollars",1872466,1917767,2205904,2457796,2532369,2539797
 "20220","Dubuque, IA (Metropolitan Statistical Area)", ,CAGDP2,91,"...","Private goods-producing industries 2/","Thousands of dollars",2107931,2098280,2347981,2664098,2752385,2853505
 "20220","Dubuque, IA (Metropolitan Statistical Area)", ,CAGDP2,92,"...","Private services-providing industries 3/","Thousands of dollars",3904902,4002899,4175265,4179957,4591262,4896739
 "20260","Duluth, MN-WI (Metropolitan Statistical Area)", ,CAGDP2,1,"...","All industry total ","Thousands of dollars",13554938,14262706,14891535,14409466,15688492,16821506
 "20260","Duluth, MN-WI (Metropolitan Statistical Area)", ,CAGDP2,2,"..."," Private industries ","Thousands of dollars",11591957,12237218,12765577,12272329,13528138,14599037
 "20260","Duluth, MN-WI (Metropolitan Statistical Area)", ,CAGDP2,3,"11","  Agriculture, forestry, fishing and hunting ","Thousands of dollars",(D),(D),(D),(D),20926,22396
 "20260","Duluth, MN-WI (Metropolitan Statistical Area)", ,CAGDP2,6,"21","  Mining, quarrying, and oil and gas extraction ","Thousands of dollars",905320,1048891,1343230,1296040,(D),(D)
 "20260","Duluth, MN-WI (Metropolitan Statistical Area)", ,CAGDP2,10,"22","  Utilities ","Thousands of dollars",(D),(D),241161,(D),(D),271972
 "20260","Duluth, MN-WI (Metropolitan Statistical Area)", ,CAGDP2,11,"23","  Construction ","Thousands of dollars",595041,(D),(D),(D),(D),(D)
 "20260","Duluth, MN-WI (Metropolitan Statistical Area)", ,CAGDP2,12,"31-33","  Manufacturing ","Thousands of dollars",1271707,1156079,1168545,1142892,1303972,1328728
 "20260","Duluth, MN-WI (Metropolitan Statistical Area)", ,CAGDP2,13,"321,327-339","   Durable goods manufacturing ","Thousands of dollars",579949,609327,630367,597279,660931,736080
 "20260","Duluth, MN-WI (Metropolitan Statistical Area)", ,CAGDP2,25,"311-316,322-326","   Nondurable goods manufacturing ","Thousands of dollars",691758,546751,538178,545613,643041,592648
 "20260","Duluth, MN-WI (Metropolitan Statistical Area)", ,CAGDP2,34,"42","  Wholesale trade ","Thousands of dollars",(D),453709,452214,(D),(D),519257
 "20260","Duluth, MN-WI (Metropolitan Statistical Area)", ,CAGDP2,35,"44-45","  Retail trade ","Thousands of dollars",937128,962451,985350,1042550,1163642,1267626
 "20260","Duluth, MN-WI (Metropolitan Statistical Area)", ,CAGDP2,36,"48-49","  Transportation and warehousing ","Thousands of dollars",(D),(D),(D),912606,927706,(D)
 "20260","Duluth, MN-WI (Metropolitan Statistical Area)", ,CAGDP2,45,"51","  Information ","Thousands of dollars",209171,204312,235339,230809,255866,259388
 "20260","Duluth, MN-WI (Metropolitan Statistical Area)", ,CAGDP2,50,"52,53","  Finance, insurance, real estate, rental, and leasing ","Thousands of dollars",2066957,2484763,2380296,2121872,2635556,(D)
 "20260","Duluth, MN-WI (Metropolitan Statistical Area)", ,CAGDP2,51,"52","   Finance and insurance ","Thousands of dollars",533422,582347,581767,599254,689678,718459
 "20260","Duluth, MN-WI (Metropolitan Statistical Area)", ,CAGDP2,56,"53","   Real estate and rental and leasing ","Thousands of dollars",1533536,1902416,1798529,1522617,1945877,(D)
 "20260","Duluth, MN-WI (Metropolitan Statistical Area)", ,CAGDP2,59,"54,55,56","  Professional and business services ","Thousands of dollars",743230,(D),(D),796559,891552,929794
 "20260","Duluth, MN-WI (Metropolitan Statistical Area)", ,CAGDP2,60,"54","   Professional, scientific, and technical services ","Thousands of dollars",453458,471961,500983,511462,584633,606115
 "20260","Duluth, MN-WI (Metropolitan Statistical Area)", ,CAGDP2,64,"55","   Management of companies and enterprises ","Thousands of dollars",(D),(D),(D),(D),(D),(D)
 "20260","Duluth, MN-WI (Metropolitan Statistical Area)", ,CAGDP2,65,"56","   Administrative and support and waste management and remediation services ","Thousands of dollars",(D),(D),(D),(D),(D),(D)
 "20260","Duluth, MN-WI (Metropolitan Statistical Area)", ,CAGDP2,68,"61,62","  Educational services, health care, and social assistance ","Thousands of dollars",(D),(D),(D),2368726,2517434,2589363
 "20260","Duluth, MN-WI (Metropolitan Statistical Area)", ,CAGDP2,69,"61","   Educational services ","Thousands of dollars",(D),(D),(D),(D),(D),(D)
 "20260","Duluth, MN-WI (Metropolitan Statistical Area)", ,CAGDP2,70,"62","   Health care and social assistance ","Thousands of dollars",(D),(D),(D),(D),(D),(D)
 "20260","Duluth, MN-WI (Metropolitan Statistical Area)", ,CAGDP2,75,"71,72","  Arts, entertainment, recreation, accommodation, and food services ","Thousands of dollars",575732,577957,576859,471692,616600,738505
 "20260","Duluth, MN-WI (Metropolitan Statistical Area)", ,CAGDP2,76,"71","   Arts, entertainment, and recreation ","Thousands of dollars",83716,90520,83949,71368,98165,118384
 "20260","Duluth, MN-WI (Metropolitan Statistical Area)", ,CAGDP2,79,"72","   Accommodation and food services ","Thousands of dollars",492016,487437,492909,400324,518435,620121
 "20260","Duluth, MN-WI (Metropolitan Statistical Area)", ,CAGDP2,82,"81","  Other services (except government and government enterprises) ","Thousands of dollars",342207,370153,374298,352397,375137,410051
 "20260","Duluth, MN-WI (Metropolitan Statistical Area)", ,CAGDP2,83,"92","Government and government enterprises ","Thousands of dollars",1962981,2025488,2125959,2137138,2160354,2222469
 "20260","Duluth, MN-WI (Metropolitan Statistical Area)", ,CAGDP2,87,"11,21","Natural resources and mining ","Thousands of dollars",(D),(D),(D),(D),(D),(D)
 "20260","Duluth, MN-WI (Metropolitan Statistical Area)", ,CAGDP2,88,"42,44-45","Trade ","Thousands of dollars",(D),1416160,1437563,(D),(D),1786882
 "20260","Duluth, MN-WI (Metropolitan Statistical Area)", ,CAGDP2,89,"22,48-49","Transportation and utilities ","Thousands of dollars",(D),(D),(D),(D),(D),(D)
 "20260","Duluth, MN-WI (Metropolitan Statistical Area)", ,CAGDP2,90,"31-33,51","Manufacturing and information ","Thousands of dollars",1480879,1360390,1403884,1373702,1559838,1588116
 "20260","Duluth, MN-WI (Metropolitan Statistical Area)", ,CAGDP2,91,"...","Private goods-producing industries 2/","Thousands of dollars",(D),2888059,3249376,3298635,3439769,3730065
 "20260","Duluth, MN-WI (Metropolitan Statistical Area)", ,CAGDP2,92,"...","Private services-providing industries 3/","Thousands of dollars",(D),9349159,9516201,8973694,10088369,10868971
 "20500","Durham-Chapel Hill, NC (Metropolitan Statistical Area)", ,CAGDP2,1,"...","All industry total ","Thousands of dollars",46431099,49617704,51857199,54411216,59452365,63949634
 "20500","Durham-Chapel Hill, NC (Metropolitan Statistical Area)", ,CAGDP2,2,"..."," Private industries ","Thousands of dollars",39148913,41800270,43747444,46125646,50761085,54767485
 "20500","Durham-Chapel Hill, NC (Metropolitan Statistical Area)", ,CAGDP2,3,"11","  Agriculture, forestry, fishing and hunting ","Thousands of dollars",(D),(D),(D),(D),90363,134380
 "20500","Durham-Chapel Hill, NC (Metropolitan Statistical Area)", ,CAGDP2,6,"21","  Mining, quarrying, and oil and gas extraction ","Thousands of dollars",16145,16539,20525,24059,(D),(D)
 "20500","Durham-Chapel Hill, NC (Metropolitan Statistical Area)", ,CAGDP2,10,"22","  Utilities ","Thousands of dollars",(D),(D),530572,(D),(D),(D)
 "20500","Durham-Chapel Hill, NC (Metropolitan Statistical Area)", ,CAGDP2,11,"23","  Construction ","Thousands of dollars",1142301,1211730,1309077,1378335,1506804,1564525
 "20500","Durham-Chapel Hill, NC (Metropolitan Statistical Area)", ,CAGDP2,12,"31-33","  Manufacturing ","Thousands of dollars",11562321,12583683,12793567,14832445,15252719,15593138
 "20500","Durham-Chapel Hill, NC (Metropolitan Statistical Area)", ,CAGDP2,13,"321,327-339","   Durable goods manufacturing ","Thousands of dollars",4393750,4234923,4277128,5066428,5112851,4661038
 "20500","Durham-Chapel Hill, NC (Metropolitan Statistical Area)", ,CAGDP2,25,"311-316,322-326","   Nondurable goods manufacturing ","Thousands of dollars",7168571,8348760,8516439,9766017,10139868,10932101
 "20500","Durham-Chapel Hill, NC (Metropolitan Statistical Area)", ,CAGDP2,34,"42","  Wholesale trade ","Thousands of dollars",(D),(D),(D),(D),(D),(D)
 "20500","Durham-Chapel Hill, NC (Metropolitan Statistical Area)", ,CAGDP2,35,"44-45","  Retail trade ","Thousands of dollars",1530654,1594669,1646345,1768310,2081218,2236389
 "20500","Durham-Chapel Hill, NC (Metropolitan Statistical Area)", ,CAGDP2,36,"48-49","  Transportation and warehousing ","Thousands of dollars",(D),(D),(D),498884,624581,702176
 "20500","Durham-Chapel Hill, NC (Metropolitan Statistical Area)", ,CAGDP2,45,"51","  Information ","Thousands of dollars",1266157,1219915,1297885,1399370,1647638,1693966
 "20500","Durham-Chapel Hill, NC (Metropolitan Statistical Area)", ,CAGDP2,50,"52,53","  Finance, insurance, real estate, rental, and leasing ","Thousands of dollars",6794473,7288372,7742610,8089688,9294575,(D)
 "20500","Durham-Chapel Hill, NC (Metropolitan Statistical Area)", ,CAGDP2,51,"52","   Finance and insurance ","Thousands of dollars",2989249,3172294,3466158,3679847,4565062,3992617
 "20500","Durham-Chapel Hill, NC (Metropolitan Statistical Area)", ,CAGDP2,56,"53","   Real estate and rental and leasing ","Thousands of dollars",3805224,4116079,4276452,4409841,4729512,(D)
 "20500","Durham-Chapel Hill, NC (Metropolitan Statistical Area)", ,CAGDP2,59,"54,55,56","  Professional and business services ","Thousands of dollars",5839724,6433788,6829614,7156326,8328564,10614908
 "20500","Durham-Chapel Hill, NC (Metropolitan Statistical Area)", ,CAGDP2,60,"54","   Professional, scientific, and technical services ","Thousands of dollars",(D),5023638,(D),5686562,6694189,7534003
 "20500","Durham-Chapel Hill, NC (Metropolitan Statistical Area)", ,CAGDP2,64,"55","   Management of companies and enterprises ","Thousands of dollars",(D),340645,(D),362868,369709,1578977
 "20500","Durham-Chapel Hill, NC (Metropolitan Statistical Area)", ,CAGDP2,65,"56","   Administrative and support and waste management and remediation services ","Thousands of dollars",978893,1069505,1102623,1106896,1264666,1501928
 "20500","Durham-Chapel Hill, NC (Metropolitan Statistical Area)", ,CAGDP2,68,"61,62","  Educational services, health care, and social assistance ","Thousands of dollars",(D),(D),(D),(D),(D),7548247
 "20500","Durham-Chapel Hill, NC (Metropolitan Statistical Area)", ,CAGDP2,69,"61","   Educational services ","Thousands of dollars",2440086,2570217,(D),(D),(D),(D)
 "20500","Durham-Chapel Hill, NC (Metropolitan Statistical Area)", ,CAGDP2,70,"62","   Health care and social assistance ","Thousands of dollars",(D),(D),(D),(D),(D),(D)
 "20500","Durham-Chapel Hill, NC (Metropolitan Statistical Area)", ,CAGDP2,75,"71,72","  Arts, entertainment, recreation, accommodation, and food services ","Thousands of dollars",(D),(D),1287458,1045927,1335853,1552424
 "20500","Durham-Chapel Hill, NC (Metropolitan Statistical Area)", ,CAGDP2,76,"71","   Arts, entertainment, and recreation ","Thousands of dollars",(D),(D),(D),180450,254721,339827
 "20500","Durham-Chapel Hill, NC (Metropolitan Statistical Area)", ,CAGDP2,79,"72","   Accommodation and food services ","Thousands of dollars",985537,1024020,(D),865477,1081132,1212596
 "20500","Durham-Chapel Hill, NC (Metropolitan Statistical Area)", ,CAGDP2,82,"81","  Other services (except government and government enterprises) ","Thousands of dollars",817669,861133,913413,895747,940585,1020892
 "20500","Durham-Chapel Hill, NC (Metropolitan Statistical Area)", ,CAGDP2,83,"92","Government and government enterprises ","Thousands of dollars",7282187,7817434,8109755,8285570,8691280,9182148
 "20500","Durham-Chapel Hill, NC (Metropolitan Statistical Area)", ,CAGDP2,87,"11,21","Natural resources and mining ","Thousands of dollars",(D),(D),(D),(D),(D),(D)
 "20500","Durham-Chapel Hill, NC (Metropolitan Statistical Area)", ,CAGDP2,88,"42,44-45","Trade ","Thousands of dollars",(D),(D),(D),(D),(D),(D)
 "20500","Durham-Chapel Hill, NC (Metropolitan Statistical Area)", ,CAGDP2,89,"22,48-49","Transportation and utilities ","Thousands of dollars",(D),(D),(D),(D),(D),(D)
 "20500","Durham-Chapel Hill, NC (Metropolitan Statistical Area)", ,CAGDP2,90,"31-33,51","Manufacturing and information ","Thousands of dollars",12828478,13803598,14091452,16231815,16900358,17287104
 "20500","Durham-Chapel Hill, NC (Metropolitan Statistical Area)", ,CAGDP2,91,"...","Private goods-producing industries 2/","Thousands of dollars",(D),(D),(D),(D),(D),(D)
 "20500","Durham-Chapel Hill, NC (Metropolitan Statistical Area)", ,CAGDP2,92,"...","Private services-providing industries 3/","Thousands of dollars",(D),(D),(D),(D),(D),(D)
 "20700","East Stroudsburg, PA (Metropolitan Statistical Area)", ,CAGDP2,1,"...","All industry total ","Thousands of dollars",7597383,7852706,8614107,8335744,9364423,10008711
 "20700","East Stroudsburg, PA (Metropolitan Statistical Area)", ,CAGDP2,2,"..."," Private industries ","Thousands of dollars",6435146,6634195,7328762,7064346,8102900,8735950
 "20700","East Stroudsburg, PA (Metropolitan Statistical Area)", ,CAGDP2,3,"11","  Agriculture, forestry, fishing and hunting ","Thousands of dollars",1939,(D),1065,2079,1492,2549
 "20700","East Stroudsburg, PA (Metropolitan Statistical Area)", ,CAGDP2,6,"21","  Mining, quarrying, and oil and gas extraction ","Thousands of dollars",12899,(D),10473,11127,11994,13547
 "20700","East Stroudsburg, PA (Metropolitan Statistical Area)", ,CAGDP2,10,"22","  Utilities ","Thousands of dollars",13622,14719,14444,15949,17250,16681
 "20700","East Stroudsburg, PA (Metropolitan Statistical Area)", ,CAGDP2,11,"23","  Construction ","Thousands of dollars",201211,206556,226504,200183,221008,238406
 "20700","East Stroudsburg, PA (Metropolitan Statistical Area)", ,CAGDP2,12,"31-33","  Manufacturing ","Thousands of dollars",2101986,2255608,2628273,2832188,3151871,3328012
 "20700","East Stroudsburg, PA (Metropolitan Statistical Area)", ,CAGDP2,13,"321,327-339","   Durable goods manufacturing ","Thousands of dollars",127991,135472,134949,132204,135219,147200
 "20700","East Stroudsburg, PA (Metropolitan Statistical Area)", ,CAGDP2,25,"311-316,322-326","   Nondurable goods manufacturing ","Thousands of dollars",1973995,2120136,2493323,2699984,3016652,3180812
 "20700","East Stroudsburg, PA (Metropolitan Statistical Area)", ,CAGDP2,34,"42","  Wholesale trade ","Thousands of dollars",203188,156876,153097,149593,159672,171480
 "20700","East Stroudsburg, PA (Metropolitan Statistical Area)", ,CAGDP2,35,"44-45","  Retail trade ","Thousands of dollars",469187,486117,513747,521917,580535,619984
 "20700","East Stroudsburg, PA (Metropolitan Statistical Area)", ,CAGDP2,36,"48-49","  Transportation and warehousing ","Thousands of dollars",304797,317766,324412,349554,406488,421049
 "20700","East Stroudsburg, PA (Metropolitan Statistical Area)", ,CAGDP2,45,"51","  Information ","Thousands of dollars",75905,89489,110645,110646,112043,103912
 "20700","East Stroudsburg, PA (Metropolitan Statistical Area)", ,CAGDP2,50,"52,53","  Finance, insurance, real estate, rental, and leasing ","Thousands of dollars",1401118,1340212,1503183,1214842,1452500,1640938
 "20700","East Stroudsburg, PA (Metropolitan Statistical Area)", ,CAGDP2,51,"52","   Finance and insurance ","Thousands of dollars",152478,158854,161530,152517,157140,169233
 "20700","East Stroudsburg, PA (Metropolitan Statistical Area)", ,CAGDP2,56,"53","   Real estate and rental and leasing ","Thousands of dollars",1248639,1181358,1341653,1062325,1295360,1471705
 "20700","East Stroudsburg, PA (Metropolitan Statistical Area)", ,CAGDP2,59,"54,55,56","  Professional and business services ","Thousands of dollars",276933,307957,350192,347341,397914,397692
 "20700","East Stroudsburg, PA (Metropolitan Statistical Area)", ,CAGDP2,60,"54","   Professional, scientific, and technical services ","Thousands of dollars",98788,122024,147927,162328,180297,170488
 "20700","East Stroudsburg, PA (Metropolitan Statistical Area)", ,CAGDP2,64,"55","   Management of companies and enterprises ","Thousands of dollars",32546,35468,39068,37818,41166,40145
 "20700","East Stroudsburg, PA (Metropolitan Statistical Area)", ,CAGDP2,65,"56","   Administrative and support and waste management and remediation services ","Thousands of dollars",145600,150465,163197,147195,176451,187060
 "20700","East Stroudsburg, PA (Metropolitan Statistical Area)", ,CAGDP2,68,"61,62","  Educational services, health care, and social assistance ","Thousands of dollars",538166,553532,588151,598198,642906,707460
 "20700","East Stroudsburg, PA (Metropolitan Statistical Area)", ,CAGDP2,69,"61","   Educational services ","Thousands of dollars",18205,17631,18441,16710,17998,19635
 "20700","East Stroudsburg, PA (Metropolitan Statistical Area)", ,CAGDP2,70,"62","   Health care and social assistance ","Thousands of dollars",519961,535901,569709,581488,624908,687825
 "20700","East Stroudsburg, PA (Metropolitan Statistical Area)", ,CAGDP2,75,"71,72","  Arts, entertainment, recreation, accommodation, and food services ","Thousands of dollars",671021,714835,727106,544086,764760,874854
 "20700","East Stroudsburg, PA (Metropolitan Statistical Area)", ,CAGDP2,76,"71","   Arts, entertainment, and recreation ","Thousands of dollars",122552,121852,101819,61567,82356,89625
 "20700","East Stroudsburg, PA (Metropolitan Statistical Area)", ,CAGDP2,79,"72","   Accommodation and food services ","Thousands of dollars",548469,592983,625286,482518,682404,785229
 "20700","East Stroudsburg, PA (Metropolitan Statistical Area)", ,CAGDP2,82,"81","  Other services (except government and government enterprises) ","Thousands of dollars",163173,174410,177471,166643,182469,199386
 "20700","East Stroudsburg, PA (Metropolitan Statistical Area)", ,CAGDP2,83,"92","Government and government enterprises ","Thousands of dollars",1162236,1218510,1285345,1271398,1261522,1272761
 "20700","East Stroudsburg, PA (Metropolitan Statistical Area)", ,CAGDP2,87,"11,21","Natural resources and mining ","Thousands of dollars",14838,16119,11539,13206,13485,16095
 "20700","East Stroudsburg, PA (Metropolitan Statistical Area)", ,CAGDP2,88,"42,44-45","Trade ","Thousands of dollars",672375,642994,666844,671510,740207,791464
 "20700","East Stroudsburg, PA (Metropolitan Statistical Area)", ,CAGDP2,89,"22,48-49","Transportation and utilities ","Thousands of dollars",318419,332485,338855,365503,423738,437730
 "20700","East Stroudsburg, PA (Metropolitan Statistical Area)", ,CAGDP2,90,"31-33,51","Manufacturing and information ","Thousands of dollars",2177891,2345097,2738918,2942834,3263913,3431924
 "20700","East Stroudsburg, PA (Metropolitan Statistical Area)", ,CAGDP2,91,"...","Private goods-producing industries 2/","Thousands of dollars",2318035,2478282,2866315,3045578,3386364,3582514
 "20700","East Stroudsburg, PA (Metropolitan Statistical Area)", ,CAGDP2,92,"...","Private services-providing industries 3/","Thousands of dollars",4117111,4155913,4462446,4018768,4716536,5153436
 "20740","Eau Claire, WI (Metropolitan Statistical Area)", ,CAGDP2,1,"...","All industry total ","Thousands of dollars",8949759,9308969,9693201,9424011,10097906,10838571
 "20740","Eau Claire, WI (Metropolitan Statistical Area)", ,CAGDP2,2,"..."," Private industries ","Thousands of dollars",7992439,8314009,8673817,8367997,9000345,9705243
 "20740","Eau Claire, WI (Metropolitan Statistical Area)", ,CAGDP2,3,"11","  Agriculture, forestry, fishing and hunting ","Thousands of dollars",94329,(D),(D),(D),202059,263863
 "20740","Eau Claire, WI (Metropolitan Statistical Area)", ,CAGDP2,6,"21","  Mining, quarrying, and oil and gas extraction ","Thousands of dollars",42501,29177,15929,9765,(D),(D)
 "20740","Eau Claire, WI (Metropolitan Statistical Area)", ,CAGDP2,10,"22","  Utilities ","Thousands of dollars",64951,(D),(D),(D),(D),(D)
 "20740","Eau Claire, WI (Metropolitan Statistical Area)", ,CAGDP2,11,"23","  Construction ","Thousands of dollars",444071,495131,498773,468236,507565,557798
 "20740","Eau Claire, WI (Metropolitan Statistical Area)", ,CAGDP2,12,"31-33","  Manufacturing ","Thousands of dollars",1192905,1191808,1278673,1250983,1324837,1329201
 "20740","Eau Claire, WI (Metropolitan Statistical Area)", ,CAGDP2,13,"321,327-339","   Durable goods manufacturing ","Thousands of dollars",655099,653389,696368,650711,683818,690967
 "20740","Eau Claire, WI (Metropolitan Statistical Area)", ,CAGDP2,25,"311-316,322-326","   Nondurable goods manufacturing ","Thousands of dollars",537806,538419,582305,600273,641019,638234
 "20740","Eau Claire, WI (Metropolitan Statistical Area)", ,CAGDP2,34,"42","  Wholesale trade ","Thousands of dollars",519272,(D),(D),(D),(D),(D)
 "20740","Eau Claire, WI (Metropolitan Statistical Area)", ,CAGDP2,35,"44-45","  Retail trade ","Thousands of dollars",731670,765659,807745,879103,978684,1078026
 "20740","Eau Claire, WI (Metropolitan Statistical Area)", ,CAGDP2,36,"48-49","  Transportation and warehousing ","Thousands of dollars",336887,357064,338282,306738,373098,430489
 "20740","Eau Claire, WI (Metropolitan Statistical Area)", ,CAGDP2,45,"51","  Information ","Thousands of dollars",169926,185001,198721,188086,195880,204313
 "20740","Eau Claire, WI (Metropolitan Statistical Area)", ,CAGDP2,50,"52,53","  Finance, insurance, real estate, rental, and leasing ","Thousands of dollars",1880909,1878724,1997318,1741451,1784863,(D)
 "20740","Eau Claire, WI (Metropolitan Statistical Area)", ,CAGDP2,51,"52","   Finance and insurance ","Thousands of dollars",1002286,1002301,1013161,831263,787852,863028
 "20740","Eau Claire, WI (Metropolitan Statistical Area)", ,CAGDP2,56,"53","   Real estate and rental and leasing ","Thousands of dollars",878623,876423,984157,910188,997011,(D)
 "20740","Eau Claire, WI (Metropolitan Statistical Area)", ,CAGDP2,59,"54,55,56","  Professional and business services ","Thousands of dollars",800189,875485,892023,887398,925308,1022708
 "20740","Eau Claire, WI (Metropolitan Statistical Area)", ,CAGDP2,60,"54","   Professional, scientific, and technical services ","Thousands of dollars",309421,327599,334428,328978,339560,384358
 "20740","Eau Claire, WI (Metropolitan Statistical Area)", ,CAGDP2,64,"55","   Management of companies and enterprises ","Thousands of dollars",299058,342407,339674,353565,378644,414601
 "20740","Eau Claire, WI (Metropolitan Statistical Area)", ,CAGDP2,65,"56","   Administrative and support and waste management and remediation services ","Thousands of dollars",191711,205478,217921,204855,207104,223749
 "20740","Eau Claire, WI (Metropolitan Statistical Area)", ,CAGDP2,68,"61,62","  Educational services, health care, and social assistance ","Thousands of dollars",1265155,1357811,1414801,1409202,1471264,1526570
 "20740","Eau Claire, WI (Metropolitan Statistical Area)", ,CAGDP2,69,"61","   Educational services ","Thousands of dollars",52613,55835,65050,61978,63336,70454
 "20740","Eau Claire, WI (Metropolitan Statistical Area)", ,CAGDP2,70,"62","   Health care and social assistance ","Thousands of dollars",1212542,1301976,1349752,1347225,1407928,1456116
 "20740","Eau Claire, WI (Metropolitan Statistical Area)", ,CAGDP2,75,"71,72","  Arts, entertainment, recreation, accommodation, and food services ","Thousands of dollars",258396,279147,302778,239656,306286,345452
 "20740","Eau Claire, WI (Metropolitan Statistical Area)", ,CAGDP2,76,"71","   Arts, entertainment, and recreation ","Thousands of dollars",41109,43882,43590,32336,44437,52447
 "20740","Eau Claire, WI (Metropolitan Statistical Area)", ,CAGDP2,79,"72","   Accommodation and food services ","Thousands of dollars",217287,235265,259189,207320,261849,293006
 "20740","Eau Claire, WI (Metropolitan Statistical Area)", ,CAGDP2,82,"81","  Other services (except government and government enterprises) ","Thousands of dollars",191279,207055,219927,217977,230579,256564
 "20740","Eau Claire, WI (Metropolitan Statistical Area)", ,CAGDP2,83,"92","Government and government enterprises ","Thousands of dollars",957321,994960,1019384,1056014,1097561,1133328
 "20740","Eau Claire, WI (Metropolitan Statistical Area)", ,CAGDP2,87,"11,21","Natural resources and mining ","Thousands of dollars",136830,(D),(D),(D),(D),(D)
 "20740","Eau Claire, WI (Metropolitan Statistical Area)", ,CAGDP2,88,"42,44-45","Trade ","Thousands of dollars",1250942,(D),(D),(D),(D),(D)
 "20740","Eau Claire, WI (Metropolitan Statistical Area)", ,CAGDP2,89,"22,48-49","Transportation and utilities ","Thousands of dollars",401838,(D),(D),(D),(D),(D)
 "20740","Eau Claire, WI (Metropolitan Statistical Area)", ,CAGDP2,90,"31-33,51","Manufacturing and information ","Thousands of dollars",1362831,1376809,1477394,1439070,1520717,1533513
 "20740","Eau Claire, WI (Metropolitan Statistical Area)", ,CAGDP2,91,"...","Private goods-producing industries 2/","Thousands of dollars",1773806,(D),(D),(D),(D),(D)
 "20740","Eau Claire, WI (Metropolitan Statistical Area)", ,CAGDP2,92,"...","Private services-providing industries 3/","Thousands of dollars",6218633,(D),(D),(D),(D),(D)
 "20940","El Centro, CA (Metropolitan Statistical Area)", ,CAGDP2,1,"...","All industry total ","Thousands of dollars",8039122,8099883,8523718,9018819,9550181,11064218
 "20940","El Centro, CA (Metropolitan Statistical Area)", ,CAGDP2,2,"..."," Private industries ","Thousands of dollars",6045449,6018860,6384449,6796397,7183267,8597461
 "20940","El Centro, CA (Metropolitan Statistical Area)", ,CAGDP2,3,"11","  Agriculture, forestry, fishing and hunting ","Thousands of dollars",1861222,1689191,1772080,1750480,1702878,2369189
 "20940","El Centro, CA (Metropolitan Statistical Area)", ,CAGDP2,6,"21","  Mining, quarrying, and oil and gas extraction ","Thousands of dollars",124993,145836,125171,168302,192133,176834
 "20940","El Centro, CA (Metropolitan Statistical Area)", ,CAGDP2,10,"22","  Utilities ","Thousands of dollars",1059223,1067099,1129702,1315232,1433660,1804466
 "20940","El Centro, CA (Metropolitan Statistical Area)", ,CAGDP2,11,"23","  Construction ","Thousands of dollars",159896,165669,192842,224942,222312,235466
 "20940","El Centro, CA (Metropolitan Statistical Area)", ,CAGDP2,12,"31-33","  Manufacturing ","Thousands of dollars",150781,143856,176706,213679,260246,282183
 "20940","El Centro, CA (Metropolitan Statistical Area)", ,CAGDP2,13,"321,327-339","   Durable goods manufacturing ","Thousands of dollars",76723,77386,80292,77109,98057,109022
 "20940","El Centro, CA (Metropolitan Statistical Area)", ,CAGDP2,25,"311-316,322-326","   Nondurable goods manufacturing ","Thousands of dollars",74058,66469,96414,136570,162189,173161
 "20940","El Centro, CA (Metropolitan Statistical Area)", ,CAGDP2,34,"42","  Wholesale trade ","Thousands of dollars",381457,398690,415978,420284,454646,501637
 "20940","El Centro, CA (Metropolitan Statistical Area)", ,CAGDP2,35,"44-45","  Retail trade ","Thousands of dollars",534867,556235,587626,593192,681545,735256
